!26Si (0+, 2+)  -> 26Al       e-capture,     with screening effects
!GT+F    USDB       Q = 5.0691 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ        Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.950494e-06 5.682932e-08 1.730354e-08 2.270597e-01 1.728408e-06 1.830755e-06
1.000000e+07 1.584893e+07 1.948571e-06 5.660502e-08 1.730354e-08 2.273265e-01 1.730586e-06 1.831038e-06
1.000000e+07 2.511886e+07 1.945848e-06 5.630061e-08 1.730354e-08 2.276355e-01 1.733095e-06 1.831358e-06
1.000000e+07 3.981072e+07 1.943605e-06 5.590006e-08 1.730354e-08 2.283442e-01 1.738851e-06 1.832101e-06
1.000000e+07 6.309573e+07 1.942163e-06 5.535532e-08 1.730354e-08 2.291501e-01 1.745393e-06 1.832940e-06
1.000000e+07 1.000000e+08 1.941201e-06 5.465036e-08 1.730354e-08 2.297524e-01 1.750396e-06 1.833573e-06
1.000000e+07 1.122018e+08 1.941041e-06 5.442605e-08 1.730354e-08 2.298635e-01 1.751368e-06 1.833696e-06
1.000000e+07 1.258925e+08 1.940881e-06 5.420175e-08 1.730354e-08 2.299588e-01 1.752207e-06 1.833801e-06
1.000000e+07 1.412538e+08 1.940721e-06 5.396142e-08 1.730354e-08 2.300435e-01 1.752973e-06 1.833894e-06
1.000000e+07 1.584893e+08 1.940560e-06 5.370507e-08 1.730354e-08 2.301230e-01 1.753757e-06 1.833987e-06
1.000000e+07 1.778279e+08 1.940400e-06 5.341668e-08 1.730354e-08 2.301813e-01 1.754342e-06 1.834055e-06
1.000000e+07 1.995262e+08 1.940080e-06 5.312829e-08 1.730354e-08 2.302608e-01 1.755138e-06 1.834148e-06
1.000000e+07 2.238721e+08 1.939599e-06 5.280785e-08 1.730354e-08 2.302979e-01 1.755656e-06 1.834207e-06
1.000000e+07 2.511886e+08 1.939279e-06 5.247140e-08 1.730354e-08 2.303881e-01 1.756610e-06 1.834312e-06
